sample_id,stratum,article_id,sent_idx,text,mentions_target,mentions_ceo,is_comparative,target_is_subject,resolved_by_anaphora,resolved_by_coref,is_boilerplate,char_len,anaphor_char_start,anaphor_char_end,pos,neg,neu,absa_text,absa_aspect,absa_pos,absa_neg,absa_neu
disagree_comparative-141052990-62,disagree_comparative,141052990,62,"Ford (NYSE: F) closed 2025 with a $10.70 billion impairment charge tied to Model e asset write-downs and EV program… Shares of Ford Motor Company (NYSE:F | F Price Prediction) are up 8% in midday trading on Friday, decisively outstripping… Shares of Ford Motor Company (NYSE:F | F Price Prediction) are up roughly 7% in Wednesday morning trading, climbing to… Shares of Ford (NYSE:F | F Price Prediction) are up 6% in premarket trading Monday, changing hands near $14.21 after… General Motors (NYSE: GM | GM Price Prediction) and Ford (NYSE: F) both reported Q1 2026 results in late April,… Shares of Ford (NYSE:F | F Price Prediction) are up 8% on Thursday morning, trading near $14.60 after closing yesterday… Ford stock is up 6% in midday trading on Friday, extending an extraordinary run that has lifted Ford (NYSE:F |… Tesla heads into Wednesday's Q2 earnings report with a 17% year-to-date loss and a valuation that assumes autonomy will eventually… Ford (NYSE: F | F Price Prediction) and General Motors (NYSE: GM) recently posted Q1 2026 results, and the contrast…",True,False,True,True,False,False,False,1072,,,0.9471235871315002,0.02815191075205803,0.0247244480997324,"Ford (NYSE: F) closed 2025 with a $10.70 billion impairment charge tied to Model e asset write-downs and EV program… Shares of Ford Motor Company (NYSE:F | F Price Prediction) are up 8% in midday trading on Friday, decisively outstripping… Shares of Ford Motor Company (NYSE:F | F Price Prediction) are up roughly 7% in Wednesday morning trading, climbing to… Shares of Ford (NYSE:F | F Price Prediction) are up 6% in premarket trading Monday, changing hands near $14.21 after… General Motors (NYSE: GM | GM Price Prediction) and Ford (NYSE: F) both reported Q1 2026 results in late April,… Shares of Ford (NYSE:F | F Price Prediction) are up 8% on Thursday morning, trading near $14.60 after closing yesterday… Ford stock is up 6% in midday trading on Friday, extending an extraordinary run that has lifted Ford (NYSE:F |… Tesla heads into Wednesday's Q2 earnings report with a 17% year-to-date loss and a valuation that assumes autonomy will eventually… Ford (NYSE: F | F Price Prediction) and General Motors (NYSE: GM) recently posted Q1 2026 results, and the contrast…",Tesla,0.07131876051425934,0.08344288915395737,0.8452382683753967
disagree_comparative-141053939-25,disagree_comparative,141053939,25,"Ford isn't just sitting around waiting for Tesla to get the entire market share, and other automakers may follow suit.",True,False,True,True,False,False,False,118,,,0.17182064056396484,0.013123121112585068,0.8150562644004822,"Ford isn't just sitting around waiting for Tesla to get the entire market share, and other automakers may follow suit.",Tesla,0.05099867656826973,0.251426637172699,0.6975746750831604
disagree_comparative-141061122-3,disagree_comparative,141061122,3,"Waymo on Wednesday upgraded its purpose-built Ojai robotaxi with Google’s Gemini AI cabin assistant, in a move reminiscent of rival Tesla incorporating the Grok chatbot into its own vehicles.",True,False,True,False,False,False,False,191,,,0.6761771440505981,0.011858691461384296,0.31196412444114685,"Waymo on Wednesday upgraded its purpose-built Ojai robotaxi with Google’s Gemini AI cabin assistant, in a move reminiscent of rival Tesla incorporating the Grok chatbot into its own vehicles.",Tesla,0.14104360342025757,0.3412093222141266,0.5177470445632935
disagree_comparative-141063911-19,disagree_comparative,141063911,19,There's a big difference between Tesla being a customer of SpaceX (or vice versa) and combining two aesthetically different businesses and expecting them to be more cost-efficient.,True,False,True,True,False,False,False,180,,,0.1416826695203781,0.016061844304203987,0.8422554135322571,There's a big difference between Tesla being a customer of SpaceX (or vice versa) and combining two aesthetically different businesses and expecting them to be more cost-efficient.,Tesla,0.005018966272473335,0.058450546115636826,0.9365305304527283
disagree_comparative-141066689-1,disagree_comparative,141066689,1,"GM trades at a 7x forward P/E versus Tesla's 171x multiple, and Rivian's $1 billion cash burn makes Tesla the safer EV bet.",True,False,True,True,False,False,False,123,,,0.35254693031311035,0.01560175884515047,0.6318512558937073,"GM trades at a 7x forward P/E versus Tesla's 171x multiple, and Rivian's $1 billion cash burn makes Tesla the safer EV bet.",Tesla,0.08683127909898758,0.8830674290657043,0.030101226642727852
disagree_comparative-141069767-15,disagree_comparative,141069767,15,The move places BYD against Tesla's ( NASDAQ:TSLA ) Optimus program and Chinese rivals including XPeng.,True,False,True,False,False,False,False,103,,,0.43122968077659607,0.05756786838173866,0.5112024545669556,The move places BYD against Tesla's ( NASDAQ:TSLA ) Optimus program and Chinese rivals including XPeng.,Tesla,0.019613534212112427,0.04464617744088173,0.9357402324676514
disagree_comparative-141076136-0,disagree_comparative,141076136,0,"Get up to $1190 Welcome Reward on BTCC Buy on Binance Varinder Singh Highlights Elon Musk has rejected a Wall Street Journal report claiming Tesla is considering selling or spinning off its China business for a potential merger with SpaceX, labeling the story “fake news.”",True,True,True,True,False,False,False,272,,,0.0789029598236084,0.8145878911018372,0.10650914162397385,"Get up to $1190 Welcome Reward on BTCC Buy on Binance Varinder Singh Highlights Elon Musk has rejected a Wall Street Journal report claiming Tesla is considering selling or spinning off its China business for a potential merger with SpaceX, labeling the story “fake news.”",Tesla,0.09475422650575638,0.03276792913675308,0.8724778294563293
disagree_comparative-141082590-22,disagree_comparative,141082590,22,"There are many rumors that SpaceX may buy Tesla, or Tesla may buy SpaceX, or that they will merge in some manner.",True,False,True,True,False,False,False,113,,,0.04720354452729225,0.03302367776632309,0.919772744178772,"There are many rumors that SpaceX may buy Tesla, or Tesla may buy SpaceX, or that they will merge in some manner.",Tesla,0.010512664914131165,0.14940199255943298,0.8400853872299194
disagree_comparative-141106143-10,disagree_comparative,141106143,10,"For years, GM was criticized for moving too cautiously in the EV business while Tesla stormed ahead.",True,False,True,True,False,False,False,100,,,0.02063130773603916,0.8728694319725037,0.10649918019771576,"For years, GM was criticized for moving too cautiously in the EV business while Tesla stormed ahead.",Tesla,0.8728549480438232,0.07437103986740112,0.052774056792259216
disagree_comparative-141127411-5,disagree_comparative,141127411,5,"Long before Tesla (TSLA) and SpaceX (SPCX) CEO Elon Musk became the world’s richest person, he and his brother, Kimbal Musk , were living inside their startup.",True,True,True,True,False,False,False,159,,,0.02793451026082039,0.044807158410549164,0.9272583723068237,"Long before Tesla (TSLA) and SpaceX (SPCX) CEO Elon Musk became the world’s richest person, he and his brother, Kimbal Musk , were living inside their startup.",Tesla,0.0051257372833788395,0.0044746422208845615,0.9903995394706726
disagree_comparative-141140367-0,disagree_comparative,141140367,0,It’s official: SpaceX and Tesla are building a massive $16.8 billion chipmaking facility outside of College Station in Grimes County.,True,False,True,True,False,False,False,133,,,0.13778084516525269,0.009638630785048008,0.8525805473327637,It’s official: SpaceX and Tesla are building a massive $16.8 billion chipmaking facility outside of College Station in Grimes County.,Tesla,0.012022215873003006,0.016785750165581703,0.9711920022964478
disagree_comparative-141144631-10,disagree_comparative,141144631,10,He also floated the possibility of SpaceX eventually absorbing Tesla or parts of its robotics and autonomous-driving operations.,True,False,True,False,False,False,False,128,,,0.08187806606292725,0.013503161258995533,0.9046187996864319,He also floated the possibility of SpaceX eventually absorbing Tesla or parts of its robotics and autonomous-driving operations.,Tesla,0.0025488424580544233,0.003908047918230295,0.9935431480407715
disagree_comparative-141146266-51,disagree_comparative,141146266,51,"For investors willing to tolerate higher risk, we would recommend choosing SpaceX over Tesla.",True,False,True,False,False,False,False,93,,,0.11134102940559387,0.012176073156297207,0.8764829635620117,"For investors willing to tolerate higher risk, we would recommend choosing SpaceX over Tesla.",Tesla,0.003230385249480605,0.9827285408973694,0.014041028916835785
disagree_plain-136536120-26,disagree_plain,136536120,26,The Aurora Innovation pick could be a good tradeoff for investors looking for exposure to the autonomous vehicle space outside of Tesla.,True,False,False,False,False,False,False,136,,,0.7616516351699829,0.008394207805395126,0.22995418310165405,The Aurora Innovation pick could be a good tradeoff for investors looking for exposure to the autonomous vehicle space outside of Tesla.,Tesla,0.004087579902261496,0.020110689103603363,0.9758018255233765
disagree_plain-136861499-0,disagree_plain,136861499,0,"Oops, something went wrong Tesla (TSLA) is one of the stocks most watched by Zacks.com visitors lately.",True,False,False,False,False,False,False,103,,,0.028274521231651306,0.5084225535392761,0.46330296993255615,"Oops, something went wrong Tesla (TSLA) is one of the stocks most watched by Zacks.com visitors lately.",Tesla,0.16949227452278137,0.06916125118732452,0.7613464593887329
disagree_plain-136865903-30,disagree_plain,136865903,30,"If Tesla clears that level, it could open the door to more upside, but if it stalls there, a pullback wouldn’t surprise me.",True,False,False,True,False,False,False,123,,,0.34964719414711,0.0970204621553421,0.5533324480056763,"If Tesla clears that level, it could open the door to more upside, but if it stalls there, a pullback wouldn’t surprise me.",Tesla,0.060304541140794754,0.18911020457744598,0.7505851984024048
disagree_plain-136885566-7,disagree_plain,136885566,7,But the company financially benefits from stricter environmental regulations.,True,False,False,False,False,True,False,77,4,15,0.7860099673271179,0.014394312165677547,0.19959570467472076,But Tesla financially benefits from stricter environmental regulations.,Tesla,0.0669376328587532,0.1160162091255188,0.8170461654663086
disagree_plain-136915646-8,disagree_plain,136915646,8,"However, the firm suggested the market may already be pricing in that outcome and warned that ""we wouldn't be surprised if there is a near-term breather.""",True,False,False,False,True,False,False,154,9,17,0.7032568454742432,0.16652750968933105,0.1302156150341034,"However, Tesla suggested the market may already be pricing in that outcome and warned that ""we wouldn't be surprised if there is a near-term breather.""",Tesla,0.005008844658732414,0.032523613423109055,0.9624674916267395
disagree_plain-136933989-9,disagree_plain,136933989,9,"Against that backdrop, the big question emerges: with TSLA stock still buoyed by investor enthusiasm for AI, robotaxis, and future tech promises, how long can the disconnect between the narrative and the numbers last?",True,False,False,False,False,False,False,217,,,0.11198638379573822,0.0899687111377716,0.7980449795722961,"Against that backdrop, the big question emerges: with TSLA stock still buoyed by investor enthusiasm for AI, robotaxis, and future tech promises, how long can the disconnect between the narrative and the numbers last?",Tesla,0.03140201047062874,0.10955854505300522,0.8590394854545593
disagree_plain-137247798-105,disagree_plain,137247798,105,"That is one expense that's rising in the call, they attributed at least some of it.",True,False,False,False,False,True,False,83,47,51,0.20518670976161957,0.0721026137471199,0.7227107286453247,"That is one expense that's rising in the call, Tesla attributed at least some of it.",Tesla,0.008838186971843243,0.7058110237121582,0.2853507995605469
disagree_plain-137260277-6,disagree_plain,137260277,6,"The company's board is urging approval, with Chair Robyn Denholm saying this week that Musk could leave Tesla if the deal is rejected.",True,True,False,False,False,False,False,134,,,0.02373499982059002,0.728854775428772,0.24741029739379883,"The company's board is urging approval, with Chair Robyn Denholm saying this week that Musk could leave Tesla if the deal is rejected.",Tesla,0.09242919087409973,0.03388167917728424,0.8736891746520996
disagree_plain-137268551-12,disagree_plain,137268551,12,"The stock now has close to a $1.4 trillion market cap and trades close to 277 times forward earnings, which is a much higher multiple than others in the "" Magnificent Seven .""",True,False,False,False,False,True,False,175,0,9,0.18029741942882538,0.09592565149068832,0.7237769365310669,"Tesla now has close to a $1.4 trillion market cap and trades close to 277 times forward earnings, which is a much higher multiple than others in the "" Magnificent Seven .""",Tesla,0.018731528893113136,0.8908898234367371,0.09037858247756958
disagree_plain-137589125-5,disagree_plain,137589125,5,Tesla's unreleased Cybercab vehicle.,True,False,False,False,False,False,False,36,,,0.02847393788397312,0.044701457023620605,0.9268246293067932,Tesla's unreleased Cybercab vehicle.,Tesla,0.007016324903815985,0.0018109962111338973,0.991172730922699
disagree_plain-137591345-0,disagree_plain,137591345,0,"Oops, something went wrong Morning Brief Host Julie Hyman tracks several of the day's top trending stock tickers, including Tesla ( TSLA ), Novo Nordisk ( NVO ), Oscar Health ( OSCR ), and Centene ( CNC ).",True,False,False,False,False,False,False,205,,,0.02690376527607441,0.41186457872390747,0.5612316727638245,"Oops, something went wrong Morning Brief Host Julie Hyman tracks several of the day's top trending stock tickers, including Tesla ( TSLA ), Novo Nordisk ( NVO ), Oscar Health ( OSCR ), and Centene ( CNC ).",Tesla,0.05964706465601921,0.016114424914121628,0.9242385625839233
disagree_plain-137649810-25,disagree_plain,137649810,25,"And yet shares trade at a price-to-sales ratio of 3, while Tesla stock trades at more than 15 times sales.",True,False,False,False,False,False,False,106,,,0.05310211703181267,0.015513546764850616,0.9313843250274658,"And yet shares trade at a price-to-sales ratio of 3, while Tesla stock trades at more than 15 times sales.",Tesla,0.005671338643878698,0.9230084419250488,0.07132028043270111
disagree_plain-137908149-15,disagree_plain,137908149,15,The numbers behind Tesla Energy are hard to ignore.,True,False,False,True,False,False,False,51,,,0.028932049870491028,0.06065753847360611,0.9104104042053223,The numbers behind Tesla Energy are hard to ignore.,Tesla,0.1452428251504898,0.0061620366759598255,0.8485950231552124
disagree_plain-137941909-0,disagree_plain,137941909,0,"Oops, something went wrong Tesla 's TSLA Full Self-Driving (Supervised) fleet is reaching the 7 billion total miles driven mark in cumulative driving, per data published on its official FSD webpage.",True,False,False,True,False,False,False,198,,,0.1780061274766922,0.6467283964157104,0.17526546120643616,"Oops, something went wrong Tesla 's TSLA Full Self-Driving (Supervised) fleet is reaching the 7 billion total miles driven mark in cumulative driving, per data published on its official FSD webpage.",Tesla,0.027101827785372734,0.012582520954310894,0.9603155851364136
disagree_plain-138290185-12,disagree_plain,138290185,12,"At Davos, tech CEOs laid out their vision for AI's world domination As Tesla's vehicle sales have fallen over the past year, Musk and the company have emphasized a shift towards AI-driven projects such as Optimus consumer robots and self-driving Robotaxis.",True,True,False,True,False,False,False,256,,,0.09040508419275284,0.7567706108093262,0.15282432734966278,"At Davos, tech CEOs laid out their vision for AI's world domination As Tesla's vehicle sales have fallen over the past year, Musk and the company have emphasized a shift towards AI-driven projects such as Optimus consumer robots and self-driving Robotaxis.",Tesla,0.12028785794973373,0.07573222368955612,0.8039798736572266
disagree_plain-138293131-12,disagree_plain,138293131,12,"Tesla’s impairment is purely non-cash GAAP accounting noise, meaning profits could rebound sharply if Bitcoin recovers .",True,False,False,True,False,False,False,120,,,0.403170645236969,0.5414451956748962,0.055384185165166855,"Tesla’s impairment is purely non-cash GAAP accounting noise, meaning profits could rebound sharply if Bitcoin recovers .",Tesla,0.15122348070144653,0.11446918547153473,0.7343073487281799
disagree_plain-138300033-23,disagree_plain,138300033,23,"By literally swapping delivery guidance with FSD subscription numbers, Tesla is trying to reemphasize the dwindling importance of the former and the growing importance of the latter.",True,False,False,True,False,False,False,182,,,0.274170845746994,0.03157544881105423,0.6942537426948547,"By literally swapping delivery guidance with FSD subscription numbers, Tesla is trying to reemphasize the dwindling importance of the former and the growing importance of the latter.",Tesla,0.04121626168489456,0.5469723343849182,0.41181132197380066
disagree_plain-138304567-4,disagree_plain,138304567,4,Wall Street's $12B Real Estate Manager Is Opening Its Doors to Individual Investors — Without the Crowdfunding Middlemen Tesla does not publish a breakdown of its cryptocurrency holdings.,True,False,False,True,False,False,False,187,,,0.12304311245679855,0.010197198018431664,0.866759717464447,Wall Street's $12B Real Estate Manager Is Opening Its Doors to Individual Investors — Without the Crowdfunding Middlemen Tesla does not publish a breakdown of its cryptocurrency holdings.,Tesla,0.02715337462723255,0.046898480504751205,0.9259481430053711
disagree_plain-138307221-19,disagree_plain,138307221,19,"The thing is, they have to get there.",True,False,False,False,False,True,False,37,14,18,0.0923011526465416,0.055077023804187775,0.8526217937469482,"The thing is, Tesla have to get there.",Tesla,0.011288212612271309,0.027577584609389305,0.9611341953277588
disagree_plain-139178059-14,disagree_plain,139178059,14,"The vast majority of the EV maker's sky-high valuation is attributable to what it could become in the future, not what it is today.",True,False,False,False,True,False,False,131,21,33,0.05606730282306671,0.020043667405843735,0.9238889813423157,"The vast majority of Tesla's sky-high valuation is attributable to what it could become in the future, not what it is today.",Tesla,0.05239604040980339,0.0850427895784378,0.8625611066818237
disagree_plain-139191696-3,disagree_plain,139191696,3,Musk is so serious about Optimus' potential that he's made the executive decision to scale down production of the models S and X vehicles and repurpose Tesla's Fremont factory into a manufacturing center for Optimus.,True,True,False,False,False,False,False,216,,,0.030015219002962112,0.5822193622589111,0.38776543736457825,Musk is so serious about Optimus' potential that he's made the executive decision to scale down production of the models S and X vehicles and repurpose Tesla's Fremont factory into a manufacturing center for Optimus.,Tesla,0.3458218574523926,0.016328545287251472,0.6378495693206787
disagree_plain-139196875-11,disagree_plain,139196875,11,"The RSI is currently at 42.84, which is considered neutral territory, indicating that Tesla is neither overbought nor oversold.",True,False,False,True,False,False,False,127,,,0.17170432209968567,0.20890973508358002,0.6193859577178955,"The RSI is currently at 42.84, which is considered neutral territory, indicating that Tesla is neither overbought nor oversold.",Tesla,0.3937496542930603,0.016028158366680145,0.5902222394943237
disagree_plain-139229529-20,disagree_plain,139229529,20,The shift from premium EVs toward Optimus and robotaxis means more of Tesla's value depends on AI execution and regulatory acceptance rather than traditional vehicle sales.,True,False,False,True,False,False,False,172,,,0.20438210666179657,0.020223669707775116,0.7753941416740417,The shift from premium EVs toward Optimus and robotaxis means more of Tesla's value depends on AI execution and regulatory acceptance rather than traditional vehicle sales.,Tesla,0.009623376652598381,0.01755180023610592,0.9728248119354248
disagree_plain-139248418-1,disagree_plain,139248418,1,The demand could quickly fade away with the company standing behind a quick 10-day limited price drop.,True,False,False,False,False,True,False,102,40,51,0.01458799559623003,0.962982714176178,0.02242925576865673,The demand could quickly fade away with Tesla standing behind a quick 10-day limited price drop.,Tesla,0.005988354794681072,0.002024958375841379,0.9919866323471069
disagree_plain-139556100-13,disagree_plain,139556100,13,"However, a possible new model could likely be on the horizon for Tesla, as was signalled by Musk in a cryptic social media post.",True,True,False,False,False,False,False,128,,,0.40226083993911743,0.01136804185807705,0.5863710641860962,"However, a possible new model could likely be on the horizon for Tesla, as was signalled by Musk in a cryptic social media post.",Tesla,0.0044001019559800625,0.007869531400501728,0.9877304434776306
disagree_plain-139581439-3,disagree_plain,139581439,3,For more information please view the Barchart Disclosure Policy here Share Tesla (TSLA) is no longer just an electric vehicle company.,True,False,False,True,False,False,False,134,,,0.027885962277650833,0.02674398571252823,0.945370078086853,For more information please view the Barchart Disclosure Policy here Share Tesla (TSLA) is no longer just an electric vehicle company.,Tesla,0.03459218144416809,0.15704840421676636,0.8083594441413879
disagree_plain-139909134-23,disagree_plain,139909134,23,TSLA has not had an easy stretch from 2025 into 2026.,True,False,False,True,False,False,False,53,,,0.49825793504714966,0.04948297515511513,0.4522590637207031,TSLA has not had an easy stretch from 2025 into 2026.,Tesla,0.012109530158340931,0.5847800374031067,0.4031103849411011
disagree_plain-139912041-21,disagree_plain,139912041,21,"On Apr. 27, Glenn Thum from Phillip Securities maintained a “ Sell ” rating on Tesla, with a price target of $220.",True,False,False,False,False,False,False,114,,,0.09055949747562408,0.012741525657474995,0.8966989517211914,"On Apr. 27, Glenn Thum from Phillip Securities maintained a “ Sell ” rating on Tesla, with a price target of $220.",Tesla,0.0029322709888219833,0.7541735172271729,0.24289418756961823
disagree_plain-139916552-12,disagree_plain,139916552,12,The company raised its capex plans last week on its earnings day to $25 billion for this year from $20 billion previously.,True,False,False,False,False,True,False,122,0,11,0.946957528591156,0.02207365073263645,0.030968807637691498,Tesla raised its capex plans last week on its earnings day to $25 billion for this year from $20 billion previously.,Tesla,0.03504295274615288,0.03590456768870354,0.929052472114563
disagree_plain-140113423-14,disagree_plain,140113423,14,"The slow pace of the Robotaxi rollout is frustrating, but Musk's comments have reset expectations, and the company could now start overdelivering rather than underperforming.",True,True,False,False,False,True,False,174,103,114,0.19717532396316528,0.7766823172569275,0.0261423010379076,"The slow pace of the Robotaxi rollout is frustrating, but Musk's comments have reset expectations, and Tesla could now start overdelivering rather than underperforming.",Tesla,0.4413135349750519,0.045550137758255005,0.5131363272666931
disagree_plain-140113423-3,disagree_plain,140113423,3,"After telling investors in January to expect more than $20 billion in capital spending for 2026, Tesla increased the estimate to more than $25 billion.",True,False,False,True,False,False,False,151,,,0.9319628477096558,0.016239210963249207,0.051797907799482346,"After telling investors in January to expect more than $20 billion in capital spending for 2026, Tesla increased the estimate to more than $25 billion.",Tesla,0.02509659342467785,0.05427221581339836,0.9206311702728271
disagree_plain-140424237-4,disagree_plain,140424237,4,These on the ground issues are emerging as Tesla positions autonomy and AI driven transport as central to its business story.,True,False,False,True,False,False,False,125,,,0.4449555575847626,0.010301453061401844,0.5447429418563843,These on the ground issues are emerging as Tesla positions autonomy and AI driven transport as central to its business story.,Tesla,0.008148519322276115,0.8826313614845276,0.10922011733055115
disagree_plain-140432727-31,disagree_plain,140432727,31,"Elon Musk shifts from bold autonomy claims to caution, highlighting regulatory, hardware and scaling hurdles facing Tesla's robotaxi vision.",True,True,False,False,False,False,False,140,,,0.14144858717918396,0.08661288022994995,0.7719385027885437,"Elon Musk shifts from bold autonomy claims to caution, highlighting regulatory, hardware and scaling hurdles facing Tesla's robotaxi vision.",Tesla,0.02939525619149208,0.059622518718242645,0.9109821915626526
disagree_plain-140443910-22,disagree_plain,140443910,22,") CEO Tim Cook , Tesla Inc. (NASDAQ: TSLA )",True,False,False,False,False,False,False,43,,,0.0237578097730875,0.028229394927620888,0.9480128288269043,") CEO Tim Cook , Tesla Inc. (NASDAQ: TSLA )",Tesla,0.0058335429057478905,0.004719146527349949,0.9894473552703857
disagree_plain-140491731-25,disagree_plain,140491731,25,"The report also pointed to multiple experts being asked by the news agency to review Tesla’s crash data, as well as compared the data with rival Alphabet Inc. (NASDAQ: GOOGL )",True,False,False,False,False,False,False,175,,,0.07881259173154831,0.03384878486394882,0.8873385787010193,"The report also pointed to multiple experts being asked by the news agency to review Tesla’s crash data, as well as compared the data with rival Alphabet Inc. (NASDAQ: GOOGL )",Tesla,0.002292368793860078,0.017571408301591873,0.9801362752914429
disagree_plain-140736411-25,disagree_plain,140736411,25,"Tesla reported revenues of $22.39 billion in the last reported quarter, representing a year-over-year change of +15.8%.",True,False,False,True,False,False,False,119,,,0.3113864064216614,0.6559850573539734,0.03262850269675255,"Tesla reported revenues of $22.39 billion in the last reported quarter, representing a year-over-year change of +15.8%.",Tesla,0.05845547467470169,0.004729731474071741,0.9368147850036621
disagree_plain-140741460-3,disagree_plain,140741460,3,"For example, if a stock gets split 5-for-1 (as Tesla stock did back in 2020), each investor sees the number of shares they own quintuple, but their ownership stake in the company stays the same.",True,False,False,True,False,False,False,194,,,0.03573554381728172,0.03749632462859154,0.9267680644989014,"For example, if a stock gets split 5-for-1 (as Tesla stock did back in 2020), each investor sees the number of shares they own quintuple, but their ownership stake in the company stays the same.",Tesla,0.023486997932195663,0.009943039156496525,0.9665699005126953
disagree_plain-140760286-7,disagree_plain,140760286,7,"Instead, Tesla is increasingly viewed as an artificial intelligence (AI) business.",True,False,False,True,False,False,False,82,,,0.060686443001031876,0.028060175478458405,0.9112533926963806,"Instead, Tesla is increasingly viewed as an artificial intelligence (AI) business.",Tesla,0.02278733439743519,0.04591602459549904,0.9312966465950012
disagree_plain-140770044-18,disagree_plain,140770044,18,"The brokerage said Barclays said Tesla’s auto volumes have become “increasingly an afterthought,” with the stock driven mostly by robotaxi, Optimus and AI expectations.",True,False,False,True,False,False,False,168,,,0.5609892010688782,0.059184592217206955,0.379826158285141,"The brokerage said Barclays said Tesla’s auto volumes have become “increasingly an afterthought,” with the stock driven mostly by robotaxi, Optimus and AI expectations.",Tesla,0.007903017103672028,0.141453817486763,0.8506431579589844
disagree_plain-140770791-10,disagree_plain,140770791,10,"Tesla’s first responder guide makes clear that Cybercab is not typically equipped with manual controls: “A Cybercab equipped with steering wheel, brake pedal, and an acceleration pedal is typically an engineering or test vehicle, and operates at SAE Level 2 autonomy,” the guide says.",True,False,False,True,False,False,False,284,,,0.044400595128536224,0.018279897049069405,0.9373194575309753,"Tesla’s first responder guide makes clear that Cybercab is not typically equipped with manual controls: “A Cybercab equipped with steering wheel, brake pedal, and an acceleration pedal is typically an engineering or test vehicle, and operates at SAE Level 2 autonomy,” the guide says.",Tesla,0.010701876133680344,0.013722608797252178,0.9755755066871643
disagree_plain-141048235-23,disagree_plain,141048235,23,"It could fail to impress investors, as it has in the past, and never reach the kind of versatility Tesla needs to support the demand that would make this project profitable.",True,False,False,True,False,False,False,173,,,0.2446955144405365,0.21203237771987915,0.5432721972465515,"It could fail to impress investors, as it has in the past, and never reach the kind of versatility Tesla needs to support the demand that would make this project profitable.",Tesla,0.013692868873476982,0.05436807870864868,0.9319390654563904
disagree_plain-141051519-15,disagree_plain,141051519,15,"After the outsized post-EPS moves in reaction to increased CAPEX spending in Tesla and Alphabet , all eyes will be on CAPEX guidance.",True,False,False,False,False,False,False,133,,,0.08673027157783508,0.08793267607688904,0.8253370523452759,"After the outsized post-EPS moves in reaction to increased CAPEX spending in Tesla and Alphabet , all eyes will be on CAPEX guidance.",Tesla,0.021008316427469254,0.02025298774242401,0.9587386846542358
disagree_plain-141074956-29,disagree_plain,141074956,29,"This time around, it is facing some serious competition, particularly from China.",True,False,False,False,False,True,False,81,18,20,0.46513357758522034,0.37898552417755127,0.1558809131383896,"This time around, Tesla is facing some serious competition, particularly from China.",Tesla,0.02347462996840477,0.516902506351471,0.4596228301525116
disagree_plain-141080285-18,disagree_plain,141080285,18,"Tesla delivered a record 480,126 vehicles in Q2 , but operating margin fell to 1.4% as AI investment and lower vehicle pricing pressured profits.",True,False,False,True,False,False,False,145,,,0.006773867644369602,0.9759218096733093,0.017304368317127228,"Tesla delivered a record 480,126 vehicles in Q2 , but operating margin fell to 1.4% as AI investment and lower vehicle pricing pressured profits.",Tesla,0.757809042930603,0.013011894188821316,0.2291790395975113
disagree_plain-141107123-18,disagree_plain,141107123,18,"With Tesla's mixed signals on risk and reward in mind, this is a good time to look through the numbers yourself and move quickly.",True,False,False,False,False,False,False,129,,,0.2066344916820526,0.01193220168352127,0.7814332842826843,"With Tesla's mixed signals on risk and reward in mind, this is a good time to look through the numbers yourself and move quickly.",Tesla,0.004822680726647377,0.0905730277299881,0.9046042561531067
disagree_plain-141117195-184,disagree_plain,141117195,184,"I also think we have to look at Tesla Semi too, as much as everything that's happened with retiring their two original EV models to shift that line over to build robots.",True,False,False,False,False,False,False,169,,,0.08253537863492966,0.01883859373629093,0.8986260890960693,"I also think we have to look at Tesla Semi too, as much as everything that's happened with retiring their two original EV models to shift that line over to build robots.",Tesla,0.01812870055437088,0.05667783319950104,0.9251934885978699
disagree_plain-141119691-23,disagree_plain,141119691,23,"Currently, Tesla's robotaxi ambitions seem more hype than reality, and for investors, that's something that needs to change in the near term.",True,False,False,True,False,False,False,141,,,0.11447732150554657,0.021166766062378883,0.8643559217453003,"Currently, Tesla's robotaxi ambitions seem more hype than reality, and for investors, that's something that needs to change in the near term.",Tesla,0.03483317419886589,0.2619580328464508,0.703208863735199
disagree_plain-141122355-304,disagree_plain,141122355,304,So it's really just about going through what we call the March of 9s of reliability where you need like how many reliability do you need to scale?,True,False,False,False,False,True,False,146,45,47,0.03231837972998619,0.0865371972322464,0.8811444640159607,So it's really just about going through what Tesla call the March of 9s of reliability where you need like how many reliability do you need to scale?,Tesla,0.017324276268482208,0.0029695804696530104,0.9797061085700989
disagree_plain-141135352-17,disagree_plain,141135352,17,"An investment in Tesla now , though, is a speculative bet on its AI and robotics segments.",True,False,False,True,False,False,False,90,,,0.06367595493793488,0.04069376364350319,0.8956302404403687,"An investment in Tesla now , though, is a speculative bet on its AI and robotics segments.",Tesla,0.004012335557490587,0.20011873543262482,0.7958689332008362
disagree_plain-141148586-12,disagree_plain,141148586,12,"The Netherlands approved supervised FSD earlier this year, while wider European clearance remains under review and Tesla is also seeking approval in China.",True,False,False,True,False,False,False,155,,,0.28576186299324036,0.010418375954031944,0.703819751739502,"The Netherlands approved supervised FSD earlier this year, while wider European clearance remains under review and Tesla is also seeking approval in China.",Tesla,0.042760465294122696,0.06638921797275543,0.890850305557251
